,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration_Hr,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
3376,Application Development Process : PMI RMP Exam,4.7,5,0.5,3,Teaching & Academics,Test Prep,PMI-RMP,Viken Behlawanian,English,False,0,5,0,0.6166666666666667,0,No,29.98,22.0
3377,Personal Branding Mastery: The System To Reinvent Yourself!,4.5,5,0.5,2049,Personal Development,Personal Brand Building,Personal Branding,Silviu Marisk - Effective Learning Lab,English,False,0,2,0,8.0,28,Yes,128.98,22.0
3378,AZ-104 Microsoft Azure Administrator Exam Certification 2021,4.6,5,0.5,23647,IT & Software,IT Certifications,Microsoft Certification,Scott Duffy  • 550.000+ Students,English,False,0,25,0,12.5,4,Yes,49.98,24.0
3379,Eyebrow Microblading Full course UPDATED,4.4,5,0.5,462,Health & Fitness,Other Health & Fitness,Makeup Artistry,Kristina Bagrova,English,False,0,0,0,2.0,4,Yes,128.98,22.0
3380,Affiliate Marketing Master Class Step By Step Guide 2020,3.9,5,0.5,469,Marketing,Affiliate Marketing,Unknown,Liaqat Eagle,English,False,0,0,0,1.0,0,No,128.98,22.0
3381,SAP VIM Approval Workflow,0.0,0,0.0,0,IT & Software,Other IT & Software,SAP Financial Accounting,Iniyan R,English,False,0,0,0,3.5,0,No,78.98,78.98
3382,Krav Maga Maleh - Women Self Defense Course,4.5,5,0.5,61,Health & Fitness,Self Defense,Krav Maga,Guy Dar,English,False,0,0,0,1.5,0,No,49.98,22.0
3383,Learn MS SQL Server 2017 With Db Design Techniques,4.7,5,0.5,413,Development,Database Design & Development,Microsoft SQL,Manzoor Ahmed,English,False,0,0,0,10.5,10,No,34.98,22.0
3384,The Best Bitcoin Course For Beginners,5.0,5,0.5,1,Finance & Accounting,Cryptocurrency & Blockchain,Cryptocurrency,Grey Jabesi,English,False,0,0,0,2.5,0,No,29.98,22.0
3385,Basel Norms ( Basel 1 / Basel 2 / Basel 3 ) Masterclass,5.0,5,0.5,2,Finance & Accounting,Finance,Risk Measurement,Kumar Gaurav Khullar,English,False,0,0,0,4.5,0,No,108.98,22.0
3386,Pandas Masterclass: Advanced Data Analysis with Pandas,4.7,5,0.5,65,Development,Data Science,Pandas,Data Is Good Academy,English,False,0,2,0,9.0,10,No,29.98,22.0
3387,What is Gender Dysphoria?,0.0,0,0.0,0,Personal Development,Parenting & Relationships,Depression Relief,Maria Nagel,English,False,0,1,0,0.6833333333333333,32,No,29.98,22.0
3388,English Electric Lightning.,5.0,5,0.5,1,Lifestyle,Gaming,Aviation,"Graham ""The Baron"" Hesketh",English,False,0,0,0,2.0,0,No,29.98,29.98
3389,Bank Reconciliation Statement,5.0,5,0.5,1,Finance & Accounting,Accounting & Bookkeeping,Bank Reconciliation,Akshata M,English,False,0,2,0,3.0,4,No,34.98,22.0
3390,The Complete Guide for Swaps- FRM/CFA 2021,0.0,0,0.0,0,Finance & Accounting,Finance Cert & Exam Prep,CFA,Partha Deshpande,English,False,0,0,0,0.55,0,No,29.98,22.0
3391,Design Great UX Design Portfolios with Notion (+ Template),4.2,5,0.5,22,Design,User Experience Design,Professional Portfolio,Max Brinckmann,English,False,0,0,0,1.0,0,No,40.98,22.0
3392,Amazon Vella: Self-publishing eBooks One Chapter at a Time,4.5,5,0.5,8,Personal Development,Creativity,Self-Publishing,Brian Jackson,English,False,0,4,0,3.0,4,Yes,29.98,22.0
3393,Production And Operations Management,5.0,5,0.5,1,Business,Operations,Operations Management,Eric Yeboah,English,False,0,0,0,2.0,0,No,118.98,22.0
3394,Public Relations for Small Business,0.0,0,0.0,0,Marketing,Public Relations,Unknown,The Sales and Marketing Academy,English,False,0,17,0,1.5,17,No,128.98,22.0
3395,Draw Interactive Wireframes with Diagrams (Draw io),4.8,5,0.5,3,Design,User Experience Design,Wireframing,Andrea Sabatino,English,False,0,0,0,1.0,3,No,40.98,22.0
3396,Humour In Classrooms,0.0,0,0.0,0,Teaching & Academics,Humanities,Humor,Dr. Dheeraj Mehrotra,English,False,0,0,0,1.0,0,No,29.98,22.0
3397,"SwiftUI, UI Design Foundations: Fundamentals",5.0,5,0.5,2,Design,User Experience Design,SwiftUI,Amos Gyamfi,English,False,0,0,0,5.5,18,No,29.98,22.0
3398,"Google Analytics Reports, GA4",3.7,5,0.5,35,Marketing,Marketing Analytics & Automation,Business Intelligence,Dan Burykin,English,False,1,5,0,0.55,2,No,59.98,22.0
3399,Strategic Management of Resources for ERP-Practice  Kit (80),5.0,5,0.5,2,Business,Business Strategy,ERP,EBodhisathva Solutions,English,False,2,0,0,0.0,0,No,29.98,22.0
3400,Ballroom Dancing Lessons for Seniors,5.0,5,0.5,1,Health & Fitness,Dance,Unknown,"FeetNess4u ""We Teach- You Dance""",English,False,0,0,0,2.0,0,No,108.98,22.0
3401,MailChimp Free Mailing List Building and Email Marketing,4.4,5,0.5,252,Marketing,Advertising,Mailchimp,Brian Jackson,English,False,0,13,0,5.0,1,No,29.98,22.0
3402,Kettlebell Training PREMIUM,4.6,5,0.5,257,Health & Fitness,Fitness,Kettlebell,Taco Fleur,English,False,2,33,0,5.0,24,Yes,158.98,26.0
3403,200+ PL/SQL Interview Questions,4.3,5,0.5,508,Office Productivity,Oracle,Pl/SQL,Amarnath Reddy,English,False,0,3,0,2.0,3,No,108.98,22.0
3404,QuickBooks Online for Business: From Setup to Tax Reporting,4.2,5,0.5,289,Office Productivity,Other Office Productivity,QuickBooks Online,Alicia Katz Pollock,English,False,0,0,0,9.0,0,Yes,188.98,188.98
3405,How to Make Up a 3 Phase Panel,4.3,5,0.5,74,Lifestyle,Home Improvement,Electrical Engineering,Franck Benedetti,English,False,0,2,0,1.5,0,No,29.98,22.0
3406,How to Organize a Fashion Show,5.0,5,0.5,1,Design,Fashion Design,Fashion,E-learning Fashion School,English,False,0,0,0,0.7,0,No,34.98,34.98
3407,How to solve the Skewb Puzzle Faster,0.0,0,0.0,0,Personal Development,Other Personal Development,Rubik's Cube,Prithveesh K,English,False,0,1,0,0.5166666666666667,0,No,34.98,34.98
3408,Everything you need to know before starting your IVF or ART,5.0,5,0.5,5,Health & Fitness,Other Health & Fitness,Fertility,Melanie Rivers,English,False,0,1,0,3.5,51,No,34.98,22.0
3409,Resolution Therapist: (Pleiadian) Soul Care Provider,4.9,5,0.5,14,Lifestyle,Esoteric Practices,Spiritual Healing,Sufani Garza,English,False,0,0,0,3.5,15,No,128.98,22.0
3410,Gender Equality and Women Empowerment,5.0,5,0.5,1,Personal Development,Career Development,Gender Equality,Dr. Swati Chakraborty,English,False,0,1,0,7.0,0,No,29.98,22.0
3411,SQL Crash Course for beginners - Learn SQL with MySQL,4.8,5,0.5,260,Development,Database Design & Development,MySQL,Islam Elgaeidy,English,False,0,0,0,1.5,2,No,128.98,22.0
3412,Learn to edit videos with Filmora X,0.0,0,0.0,0,Photography & Video,Other Photography & Video,Video Editing,Prashant Gupta,English,False,0,1,0,2.5,0,No,128.98,22.0
3413,Create a T shirt business with Teespring || without paid ads,4.6,5,0.5,74,Marketing,Affiliate Marketing,Teespring,Easy Learning Academy,English,False,0,0,0,1.0,2,No,29.98,22.0
3414,"BEST of CONTENT MARKETING, SEO & COPYWRITING + 23 TEMPLATES",4.5,5,0.5,40,Marketing,Content Marketing,Content Creation,"Ing. Tomas Moravek | SEO, Facebook Ads & Facebook Marketing Expert",English,False,0,0,0,6.5,32,No,128.98,22.0
3415,Complete Contract Management Bootcamp 2021: Zero to Hero,4.4,5,0.5,181,Business,Business Law,Contract Management,"Koray Demir, MRICS, PMP, CPM-P",English,False,0,1,0,6.0,27,No,118.98,22.0
3416,Mindfulness for Executives,4.1,5,0.5,11,Personal Development,Stress Management,Mindfulness,Vasco Patrício,English,False,0,0,0,1.0,13,No,55.98,22.0
3417,New Google Ads Display Made Easy - 2021 Success Guide,4.3,5,0.5,222,Marketing,Advertising,Google Ads (Adwords),Simon Koss,English,False,0,4,0,2.5,0,No,138.98,23.0
3418,Groom to the Next Version of You - Boost Confidence,0.0,0,0.0,0,Personal Development,Self Esteem & Confidence,Confidence,Vishal Manocha,English,False,0,0,0,1.0,1,No,29.98,22.0
3419,Mind-Body Medicine - Law of Attraction,4.3,5,0.5,39,Finance & Accounting,Other Finance & Accounting,Law of Attraction,Annette Igoe,English,False,0,1,0,0.6666666666666666,2,No,108.98,22.0
3420,Ultimate Google Analytics course + 50 practical examples,4.5,5,0.5,4838,Marketing,Digital Marketing,Google Analytics,Pavel Brecik,English,False,0,0,0,4.5,3,No,128.98,22.0
3421,The Business of Screenwriting MasterClass,4.6,5,0.5,169,Personal Development,Creativity,Screenwriting,PAUL CASTRO,English,False,0,1,0,3.0,0,No,29.98,23.0
3422,Spiritual Coach Certification (Accredited),4.7,5,0.5,1997,Personal Development,Religion & Spirituality,Life Coach Training,Joeel & Natalie Rivera,English,False,0,5,0,4.5,32,No,128.98,22.0
3423,"How To Paint a Realistic Tiger in Watercolour, Step by Step!",5.0,5,0.5,5,Lifestyle,Arts & Crafts,Watercolor Painting,Paul Hopkinson,English,False,0,0,0,4.0,3,No,29.98,22.0
3424,Introduction to Forex Algorithmic Trading [Metatrader 4],5.0,5,0.5,3,Finance & Accounting,Investing & Trading,Algorithmic Trading,Saga Quant,English,False,0,3,0,9.5,2,No,108.98,108.98
3425,Learn Digital Painting from Scratch: Autodesk Sketchbook,4.5,5,0.5,6,Design,Graphic Design & Illustration,Digital Painting,Venkatesh B,English,False,0,0,0,17.5,1,No,128.98,22.0
3426,Applied Sport Psychology and Leadership in Sport,4.5,5,0.5,91,Health & Fitness,Sports,Sport Psychology,Keith Begley,English,False,0,0,0,11.5,6,No,128.98,22.0
3427,Music Promotion and Music Marketing - Spotify Playlists,4.7,5,0.5,40,Music,Other Music,Music Marketing,Scott Robinson,English,False,0,2,0,1.0,1,No,108.98,22.0
3428,'Awaken Inner Healing' - Journey Through the 7 Chakras,5.0,5,0.5,4,Health & Fitness,Meditation,Unknown,Satya Yoga,English,False,0,0,0,17.5,9,No,29.98,22.0
3429,Adobe Lightroom Mobile,4.6,5,0.5,71,Photography & Video,Photography,Unknown,Sean Dalton Dalton,English,False,0,0,0,2.5,0,No,108.98,22.0
3430,JLPT N5 kanji Stories,5.0,5,0.5,1,Teaching & Academics,Other Teaching & Academics,Japanese Language,Deepa Selvaraj,English,False,0,0,0,2.0,0,No,29.98,22.0
3431,Practical Google Ads Course to Get Qualified Leads in 2021,5.0,5,0.5,81,Marketing,Advertising,Google Ads (Adwords),Olena T.,English,False,0,1,0,6.0,1,No,128.98,22.0
3432,UcanGE: genetic engineering,0.0,0,0.0,0,Teaching & Academics,Science,Genetics,"Eric Poliner, PhD",English,False,0,0,0,1.5,0,No,108.98,22.0
3433,Photo Restoration techniques in Adobe Photoshop 2020,4.4,5,0.5,16,Photography & Video,Photography Tools,Photoshop,Jonathon Parker,English,False,0,0,0,0.5,1,No,128.98,22.0
3434,SAP S/4HANA Finance Training (vs SAP FICO),4.2,5,0.5,807,Office Productivity,SAP,SAP FICO,Rana W Mehmood,English,False,0,0,0,5.0,9,No,128.98,22.0
3435,Self-publishing Children's Books: Self-publish w/PowerPoint,3.6,5,0.5,157,Business,Media,Amazon Kindle Direct Publishing (KDP),Brian Jackson,English,False,0,0,0,3.5,2,No,29.98,23.0
3436,Corp. Finance #14 Financing-Commons Stock & Preferred Stock,0.0,0,0.0,0,Finance & Accounting,Financial Modeling & Analysis,Corporate Finance,Robert (Bob) Steele,English,False,0,0,0,8.5,24,No,128.98,22.0
3437,"Presenting with Confidence: Prepare, Practice and Perform!",4.5,5,0.5,6356,Personal Development,Career Development,Presentation Skills,Alexa Fischer,English,False,0,1,0,2.0,12,No,104.98,22.0
3438,Quantitative Data Analysis using SPSS,3.5,5,0.5,1,Business,Business Analytics & Intelligence,Data Analysis,Rama Krishna Yelamanchili,English,False,0,0,0,5.0,0,No,44.98,22.0
3439,Adobe Photoshop CC: Beginners | Workshop | Essentials,4.9,5,0.5,21,Design,Web Design,Photoshop,Kate Silver,English,False,0,0,0,3.0,12,No,59.98,22.0
3440,Female Barbarian Warrior Vol. 2 - Game Ready Workflow,4.7,5,0.5,13,Design,Game Design,Unknown,Victory3D LLC,English,False,0,0,0,16.5,5,No,64.98,22.0
3441,Complete Software Testing Course with Real Time Examples,4.8,5,0.5,11,Development,Software Testing,Unknown,STAD Solution,English,False,0,0,0,4.0,15,No,88.98,22.0
3442,Supply Chain for Management Consultants & Business Analysts,4.4,5,0.5,1281,Business,Operations,Supply Chain,Asen Gyczew,English,False,0,1,0,5.5,47,No,138.98,22.0
3443,Business Writing Tools & Hacks: Boost Writing Confidence,5.0,5,0.5,2,Business,Communication,Business Writing,Tyler Speegle,English,False,0,0,0,1.0,0,No,108.98,22.0
3444,Landing pages that convert with neuromarketing,4.9,5,0.5,12,Design,User Experience Design,Neuromarketing,Luca Panzarella,English,False,0,0,0,1.5,0,No,108.98,22.0
3445,Wordpress in a Weekend - Build Your Own Custom Website,4.9,5,0.5,86,Design,Web Design,WordPress,Jameson Runnels,English,False,0,3,0,6.5,10,No,88.98,22.0
3446,PM - How to Write a Great Stakeholder Management Plan,4.6,5,0.5,6,Business,Project Management,Stakeholder Management,"Jamal Moustafaev, BBA, MBA, PMP",English,False,0,0,0,0.65,2,No,128.98,22.0
3447,Common Core Math Demystified - Kindergarten,5.0,5,0.5,2,Teaching & Academics,Math,Unknown,Nicci Kadilak,English,False,0,0,0,0.6833333333333333,10,No,34.98,22.0
3448,Flavors of India: Non-Vegetarian Recipes,5.0,5,0.5,3,Lifestyle,Food & Beverage,Indian Cooking,Sana Rasheed,English,False,0,0,0,1.0,0,No,29.98,22.0
3449,PCI (Payment Card) Standards for Corporate Professionals,4.2,5,0.5,762,Finance & Accounting,Compliance,PCI DSS,Illumeo Learning,English,False,0,2,0,1.0,2,No,34.98,23.0
3450,Ohm's Law Made Easy for Series Parallel Circuits,5.0,5,0.5,1,Teaching & Academics,Engineering,Ohm's Law,Steven Liguori,English,False,0,0,0,1.5,18,No,34.98,22.0
3451,Vocal Mixing Masterclass: How To Mix Pop Vocals,4.0,5,0.5,2,Music,Vocal,Audio Engineering,Kia Orion,English,False,0,0,0,1.5,0,No,128.98,22.0
3452,Taekwon-Do (ITF) Yellow Tag Programme,5.0,5,0.5,1,Health & Fitness,Self Defense,Taekwondo,Master Shane Fitzgibbon,English,False,0,1,0,1.5,2,No,49.98,22.0
3453,Selenium Interview Practice Tests,5.0,5,0.5,1,IT & Software,Other IT & Software,Selenium WebDriver,LearnToday EarnTomorrow,English,False,5,0,0,0.0,0,No,29.98,22.0
3454,Daylighting 101 : Technical Terms,4.4,5,0.5,168,Design,Architectural Design,Unknown,EDS Global,English,False,0,0,0,0.7333333333333333,0,No,40.98,22.0
3455,Chemistry - Chemical Reactions & Equations,5.0,5,0.5,1,Teaching & Academics,Science,Chemistry,Payal Aggarwal,English,False,0,0,0,4.5,0,No,40.98,22.0
3456,HIPAA and HITECH for Business Associates,4.1,5,0.5,2,Business,Human Resources,HIPAA,Merit Career Development,English,False,1,1,0,1.0,0,No,29.98,22.0
3457,Ableton - Learn The Basics Of Music Production.,5.0,5,0.5,2,Music,Music Production,Unknown,Omar Meho,English,False,0,0,0,9.5,5,No,128.98,22.0
3458,Learn the Fundamentals of VHDL and FPGA Development,4.2,5,0.5,936,IT & Software,Hardware,FPGA,Jordan Christman,English,False,0,11,0,17.5,9,Yes,128.98,22.0
3459,Overcome Your Fears and Start Saving Money Today!,5.0,5,0.5,2,Finance & Accounting,Investing & Trading,Financial Management,Betty Opiyo,English,False,0,0,0,1.0,0,No,55.98,55.98
3460,THE 8 FACTORS: Gain Clarity & Grow Your Business,4.6,5,0.5,423,Business,Business Strategy,Unknown,Michael C. Bush,English,True,0,0,0,9.0,10,No,59.98,23.0
3461,OSHA Workplace Safety (General Industry 6 Hr Class),4.4,5,0.5,1992,Business,Industry,Workplace Health and Safety,LearnSmart LLC,English,False,0,0,0,6.0,189,Yes,78.98,78.98
3462,Chess Opening for black against the Queen's opening,0.0,0,0.0,0,Lifestyle,Gaming,Chess,UniChess - L'università degli scacchi,English,False,0,0,0,3.0,0,No,34.98,22.0
3463,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,4.5,5,0.5,1711,Music,Instruments,Saxophone,MusicProfessor Online Music Lessons,English,False,0,0,0,4.0,58,No,59.98,24.0
3464,How to Start and Manage a Safety Committee,4.7,5,0.5,13,Health & Fitness,Safety & First Aid,Workplace Health and Safety,Christian Virgil,English,False,0,0,0,0.7166666666666667,1,No,29.98,22.0
3465,Social Media Management - The Complete 2019 Manager Bootcamp,4.4,5,0.5,5619,Marketing,Social Media Marketing,Social Media Management,Lottie Mosley,English,True,0,2,0,8.0,11,Yes,148.98,24.0
3466,Accredited Holistic Herbalist Diploma Course,4.7,5,0.5,303,Health & Fitness,Other Health & Fitness,Holistic Medicine,Tania Magdalene,English,False,0,32,0,2.5,9,No,128.98,22.0
3467,Content Writing Secrets: Complete Guide to Content Marketing,4.2,5,0.5,458,Marketing,Content Marketing,Content Writing,Lottie Mosley,English,False,0,1,0,3.5,9,No,138.98,23.0
3468,S Corporation Income Tax - Form 1120S,4.8,5,0.5,113,Business,Other Business,Corporate Finance,Robert (Bob) Steele,English,False,0,1,0,4.5,1,Yes,128.98,22.0
3469,Financial Intelligence Test for Managers,0.0,0,0.0,0,Finance & Accounting,Finance,Finance Fundamentals,Hans Weemaes,English,False,2,0,0,0.0,0,No,29.98,22.0
3470,Java OOPs Concepts In Selenium Automation Framework,4.0,5,0.5,19,Development,Software Testing,Selenium Testing Framework,Bijan Patel,English,False,0,4,0,2.0,0,No,29.98,22.0
3471,Management Accounting For Decision Makers,5.0,5,0.5,1,Finance & Accounting,Other Finance & Accounting,Management Accounting,Manohar V Dansingani,English,False,0,0,0,2.0,1,No,88.98,22.0
3472,From Zero to NVivo 11 - Qualitative data analysis with NVivo,4.7,5,0.5,538,Teaching & Academics,Social Science,NVivo,Dr Jaroslaw Kriukow,English,False,0,1,0,3.0,18,No,49.98,22.0
3473,Food Photography for Beginners,5.0,5,0.5,2,Photography & Video,Digital Photography,Food Photography,Daniela Lambova,English,False,0,1,0,0.5833333333333334,7,No,78.98,22.0
3474,Active Listening Masterclass,4.4,5,0.5,8425,Personal Development,Leadership,Listening Skills,Everett Bowes,English,False,0,0,0,0.5166666666666667,8,No,29.98,23.0
3475,8 Pop Songs for Finger-Style Guitar,5.0,5,0.5,5,Music,Instruments,Guitar,Hani Gamal,English,False,0,0,0,2.5,10,No,128.98,22.0
3476,Branding For Market Leadership,5.0,5,0.5,1,Marketing,Branding,Brand Management,Eric Yeboah,English,False,0,0,0,2.0,0,No,118.98,22.0
3477,Achieving Your Goals and Dreams,5.0,5,0.5,8,Personal Development,Motivation,Goal Achievement,Joeel & Natalie Rivera,English,False,0,8,0,4.5,38,No,148.98,24.0
3478,How To Find Yourself,5.0,5,0.5,1,Personal Development,Self Esteem & Confidence,Life Purpose,Kevin Farrugia,English,False,0,0,0,1.0,0,No,118.98,22.0
3479,The Handyman Mastery: A Complete Handyperson Training Course,2.5,5,0.5,2,Personal Development,Personal Productivity,Home Improvement,Training Express,English,False,0,0,0,2.5,0,No,29.98,22.0
3480,Predictive Modeling with Python,3.8,5,0.5,27,Development,Data Science,Predictive Modeling,Exam Turf,English,False,0,0,0,9.5,0,No,108.98,22.0
3481,Belly Dance for Beginners: Technique and Combinations,4.8,5,0.5,61,Health & Fitness,Dance,Belly Dancing,Kasun Dias & Anastasia April,English,False,0,1,0,5.0,0,No,49.98,22.0
3482,Hypnosis: Become an Abundance Magnet Using Self-Hypnosis,5.0,5,0.5,39,Finance & Accounting,Other Finance & Accounting,Self-Hypnosis,Pradeep Aggarwal,English,False,0,0,0,0.65,0,No,98.98,22.0
3483,How To Get A Place At Oxford Or Cambridge,5.0,5,0.5,1,Personal Development,Memory & Study Skills,College Admissions,Deepak Shukla,English,False,0,0,0,3.0,7,No,88.98,22.0
3484,Chinese Characters You Must Know for HSK 6 Volume 35,5.0,5,0.5,1,Teaching & Academics,Language Learning,HSK,David Yao,English,False,0,0,0,1.5,0,No,128.98,22.0
3485,Personal Development : How To Become A Better Person,4.1,5,0.5,4,Personal Development,Motivation,Personal Development,Jordan Dunning,English,False,0,0,0,0.55,0,No,29.98,22.0
3486,Positive Psychology: Work Life-Balance | Live Well-Work Well,4.1,5,0.5,257,Personal Development,Happiness,Positive Psychology,Braco Pobric,English,False,0,6,0,3.0,16,No,138.98,23.0
3487,Ultimate Ear Training-Discover what you hear-Aural Develop,5.0,5,0.5,2,Music,Music Fundamentals,Ear Training,Costas Christodoulou,English,False,0,0,0,4.0,34,No,88.98,22.0
3488,"Surfboard shaping, the 10 step method to pro results.",5.0,5,0.5,60,Teaching & Academics,Online Education,Surfing,Matthew Kinoshita,English,False,0,0,0,1.0,0,No,88.98,88.98
3489,Tutor for Filemaker Pro 13: The Basics,4.0,5,0.5,18,Office Productivity,Apple,FileMaker,Dan Wassink,English,False,0,0,0,3.5,0,No,29.98,22.0
3490,FitLondoners Fitness Video Marketing Course,4.9,5,0.5,2,Marketing,Video & Mobile Marketing,Video Marketing,Fit Londoners,English,False,0,0,0,0.7166666666666667,7,No,29.98,22.0
3491,Blender to Unreal Engine 5,4.8,5,0.5,12,Design,3D & Animation,3D Modeling,Neil Bettison,English,False,0,0,0,21.0,0,No,128.98,22.0
3492,Rational Emotive Behaviour Therapy (REBT) - ACCREDITED CERT,4.7,5,0.5,571,Teaching & Academics,Science,REBT,"Elmira Strange, MPhil, Dip",English,False,0,1,0,3.5,7,Yes,128.98,22.0
3493,The Art of Finding Light: Photography for the artist in you,4.7,5,0.5,739,Photography & Video,Photography,Photography Lighting,Adam Marelli,English,False,0,0,0,1.5,63,Yes,29.98,23.0
3494,Sales Cloud Consultant Certification: Rapid Exam Prep,4.3,5,0.5,736,Office Productivity,Other Office Productivity,Salesforce Certified Sales Cloud Consultant,Bobby Buntin,English,False,0,15,0,2.5,0,No,55.98,55.98
3495,The Complete Guide to Chess Tactics,4.7,5,0.5,436,Lifestyle,Gaming,Chess,Tryfon Gavriel,English,False,0,0,0,21.5,0,Yes,128.98,22.0
3496,Stress: Basics and Beyond-The Body and Stress,5.0,5,0.5,1,Personal Development,Stress Management,Unknown,Elaine Malec,English,False,0,0,0,1.0,6,No,34.98,22.0
