,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
499,Ancient Christian texts for modern healing,https://www.udemy.com/course/ancient-christian-texts-for-modern-healing/,Shirley Paulson,4.7,80,2.5,38,Beginner,19.99,11.99,311
500,Learn Korean Writing - Hana Hana Hangul,https://www.udemy.com/course/koreanclass101-hana-hana-hangul/,Innovative Language,4.6,73,1.5,20,Beginner,19.99,11.99,594
501,Master GMAT Quant Problem Solving: An Extensive GMAT Guide,https://www.udemy.com/course/master-gmat-quantitative-problem-solving-an-extensive-guide/,Kamarthi Karthik,3.6,72,7.0,143,All Levels,129.99,11.99,16612
502,General Chemistry Condensed Course (college or high school),https://www.udemy.com/course/general-chemistry-condensed-course-college-or-high-school/,Michael Peterson,4.5,72,10.0,47,Intermediate,54.99,11.99,421
503,IELTS Exam: Watch Native English Speaker Take Exam,https://www.udemy.com/course/ielts-watch-exam/,Brian Gabriel,4.1,72,3.5,47,All Levels,39.99,11.99,2521
504,English Grammar (articles): 'A' and 'the' in two weeks,https://www.udemy.com/course/english-grammar-articles-a-and-the-in-two-weeks/,"Neil Cowie, Keiko Sakui",4.3,72,1.0,14,All Levels,19.99,11.99,379
505,Variable Frequency Drives 6.5 PDH’s Engineering Course,https://www.udemy.com/course/vfd-training/,Vincent Wedelich,4.6,72,37.0,10,All Levels,0.0,34.99,397
506,Udemy Course Creation - Teach Online Masterclass Unofficial,https://www.udemy.com/course/teach-online-course-creation-masterclass/,Mark Timberlake,4.5,72,7.5,116,All Levels,129.99,11.99,1260
507,How to Get Your Research Paper Published,https://www.udemy.com/course/how-to-get-your-research-paper-published/,"André Klapper, PhD",4.6,72,1.0,21,All Levels,39.99,11.99,1304
508,5000+ English Grammar exercises,https://www.udemy.com/course/improve-your-skills-the-complete-english-grammar-course/,"Vyara Georgieva, Denis Buchel",4.3,72,19.0,133,Intermediate,129.99,11.99,905
509,Pre-Algebra: A Complete Middle School/High School Curriculum,https://www.udemy.com/course/pre-algebra-a-complete-curriculum/,Matthew Gromlich,4.8,72,11.5,70,Beginner,29.99,11.99,314
510,"Pressure Vessel Fabrication -Mechanical Engineering, Oil&Gas",https://www.udemy.com/course/pressure-vessel-fabrication-oil-gas-industry/,Mukesh Muraleedharan,3.8,72,3.5,25,All Levels,24.99,11.99,250
511,American English Slang | English Expressions for Daily Life,https://www.udemy.com/course/everyday-english-expressions/,Luke Priddy,4.7,72,8.0,65,All Levels,79.99,11.99,2608
512,Course Creation Rock-Star - Make Your First Online Course,https://www.udemy.com/course/course-creation-rock-star-make-your-first-online-course/,Ron Hogue,4.6,72,4.5,83,Beginner,0.0,84.99,1676
513,English Upgrade for Indians and South Asians,https://www.udemy.com/course/english-for-indians/,Noah Detweiler,3.9,72,1.0,16,All Levels,19.99,11.99,2826
514,Game Theory: How Cooperation and Competition Work,https://www.udemy.com/course/game-theory-how-cooperation-and-competition-work/,Systems Innovation,3.9,72,2.5,14,Beginner,34.99,11.99,503
515,Differential Equations with the Math Sorcerer,https://www.udemy.com/course/differential-equations-with-the-math-sorcerer/,The Math Sorcerer,4.6,72,11.0,162,Expert,19.99,11.99,678
516,ACT® Prep -  English & Reading  Made Easy,https://www.udemy.com/course/the-act-english-reading-made-easy/,Mauri Artz,4.4,68,3.5,18,All Levels,24.99,12.99,458
517,Technology for Online Teaching: A Guide for Educators,https://www.udemy.com/course/technology-for-educators/,Paul Richards,4.4,69,4.5,31,Beginner,19.99,11.99,4434
518,Korean for Absolute Beginners 2,https://www.udemy.com/course/korean-for-absolute-beginners-2/,"Keehwan Kim, Korean Studio",4.9,68,3.5,28,Beginner,124.99,11.99,817
519,English Made Simple: Excellent English Expressions!,https://www.udemy.com/course/english-made-simple-excellent-english-expressions/,Fred Williams,3.7,67,37.0,18,Intermediate,39.99,11.99,3129
520,Part 5 FAA Private Pilot Ground School (Part 61),https://www.udemy.com/course/part-5-faa-private-pilot-ground-school-part-61/,"Greg Reverdiau, Pilot Institute",5.0,67,8.5,134,All Levels,0.0,49.99,616
521,FRM Part 1 - Book 3 - Financial Markets and Products (1/2),https://www.udemy.com/course/frm-part-1-book-3-financial-markets-and-products/,Analyst Prep,4.5,67,5.0,11,All Levels,24.99,11.99,1434
522,Business English: Practical Guide - Speaking English at work,https://www.udemy.com/course/business-english-practical-guide-speaking-english-at-work/,Anna POLEC,4.0,67,1.5,35,Intermediate,99.99,11.99,191
523,Korean language video lectures for beginner,https://www.udemy.com/course/korean-language-video-lectures-for-beginner/,"Seungjae Kang, Jenny Lee",4.3,67,5.5,20,Beginner,0.0,199.99,299
524,Bayesian Statistics,https://www.udemy.com/course/bayesian-statistics/,Philipp Loick,4.2,67,4.5,115,All Levels,19.99,11.99,709
525,Mental Math Secret,https://www.udemy.com/course/master-mental-math-secrets/,Kevin Ventura,4.3,67,1.0,8,All Levels,99.99,11.99,1448
526,Curso Completo de Inglés: Intermedio,https://www.udemy.com/course/curso-completo-ingles-intermediate/,Kate Ochsner,4.3,67,3.0,93,Intermediate,49.99,11.99,601
527,Electronics : Diode (Part 1) - A Solid State Approach,https://www.udemy.com/course/electronics-diode-a-thorough-understanding-part-1/,Sumanta kumar Pal,4.4,67,3.0,34,Intermediate,19.99,11.99,7240
528,Learn Slang And Speak English Like An American,https://www.udemy.com/course/speak-english-like-an-american/,Noah Detweiler,4.4,67,2.5,11,All Levels,19.99,11.99,1402
529,IELTS Band 7+ Academic Writing Preparation Course,https://www.udemy.com/course/ielts-band-7-academic-writing-preparation-course/,"Keino Campbell, Esq.",4.1,68,10.0,66,All Levels,64.99,11.99,328
530,Facial with Massage Techniques,https://www.udemy.com/course/facial-with-massage-techniques/,Dara Cardoza,3.8,67,32.0,13,All Levels,29.99,11.99,219
531,Part 3 FAA Private Pilot Ground School (Part 61),https://www.udemy.com/course/part-3-faa-private-pilot-ground-school-part-61/,"Greg Reverdiau, Pilot Institute",4.9,67,4.0,74,All Levels,0.0,49.99,666
532,Psychodynamic Psychology - Certification Course,https://www.udemy.com/course/psychodynamic-psychology-certification-course/,Glory Dimitrova,3.4,66,3.0,19,All Levels,99.99,11.99,1077
533,Learn English Naturally: Complementary (B1) Intermediate,https://www.udemy.com/course/in-english-please-learn-english-naturally-online-course-intermediate/,Kc 'o' Casey,4.4,66,1.5,62,Intermediate,74.99,11.99,3993
534,Tricky English Grammar/Master Punctuation for Better Writing,https://www.udemy.com/course/tricky-english-grammar-master-important-english-grammar/,Assem Hafsi,3.2,66,2.0,61,All Levels,74.99,11.99,4098
535,Learn Basics of CloudSim,https://www.udemy.com/course/learn-basics-of-cloudsim/,Anupinder singh,3.6,66,13.0,39,All Levels,0.0,29.99,193
536,The Ultimate Hack to Guessing Multiple Choice Questions,https://www.udemy.com/course/master-mcq/,David Tan,3.6,66,1.0,23,All Levels,19.99,11.99,1243
537,Basics on Cell Biology | Cell Tissues & Functions | Biology,https://www.udemy.com/course/basics-on-cell-biology/,LetsTute Make it Easy,4.1,66,2.5,22,Beginner,19.99,11.99,659
538,How To Create A Udemy Course In Just 1 Day - Unofficial,https://www.udemy.com/course/unofficial-how-to-create-a-udemy-course-in-just-1-day/,"Joe Parys, Joe Parys Support",4.8,66,1.0,16,All Levels,129.99,11.99,9355
539,Geometry,https://www.udemy.com/course/geometry1/,Math Fortress,4.0,66,4.5,35,All Levels,19.99,11.99,1292
540,Master 3rd Grade Math,https://www.udemy.com/course/summer-math-challenge-for-rising-3rd-graders/,Scott Grierson,4.2,65,5.5,81,All Levels,99.99,11.99,202
541,GMAT Prep Course | Problem Solving : 302 Solved Questions,https://www.udemy.com/course/gmat-prep-course-problem-solving-230-solved-questions/,Olu Sanya,4.1,65,20.5,347,All Levels,39.99,11.99,653
542,Beat the SAT Math,https://www.udemy.com/course/beat-the-sat/,Mourad Kattan,3.9,65,15.5,439,All Levels,54.99,11.99,731
543,Learn English Language: English Pronunciation Masterclass,https://www.udemy.com/course/english-pronunciation-masterclass/,English Speaking and English Grammar with Oliver,4.7,65,2.5,20,All Levels,129.99,11.99,4606
544,Passive Income Masterclass: Learn to Build Passive Income,https://www.udemy.com/course/passive-income-masterclass-learn-to-build-passive-income/,Business Hero,4.0,65,13.5,125,All Levels,129.99,11.99,3020
545,Pass the U.S. Citizenship Test,https://www.udemy.com/course/ace-the-us-citizenship-test/,"Jeff Raleigh, Cindy Raleigh, Maria Duzon",4.5,65,1.5,21,All Levels,19.99,11.99,349
546,Introduction to the  physics of space flight,https://www.udemy.com/course/higher-school-certificate-physics-space/,John Moylan,4.4,65,7.5,53,Beginner,24.99,12.99,634
547,Academic Essay Writing for English Language Learners,https://www.udemy.com/course/essay-writing-for-english-language-learners/,Barry Leach,4.3,63,5.0,15,Intermediate,129.99,11.99,206
548,Master LSAT Reading Comprehension,https://www.udemy.com/course/master-reading-comprehension/,Nate Morris,4.6,63,4.0,109,All Levels,89.99,11.99,462
549,Hindi Writing : Tips and Techniques,https://www.udemy.com/course/hindi-writing-tips-and-techniques/,Jyoti Pandey,4.5,63,6.0,58,All Levels,19.99,11.99,459
550,Teach your first adult art workshop,https://www.udemy.com/course/teach-your-first-adult-art-workshop/,Doris Charest,4.3,63,1.0,17,Beginner,49.99,11.99,363
551,How to Create a Udemy Promo Video That Sells - Unofficial,https://www.udemy.com/course/unofficial-how-to-create-a-udemy-promo-video-that-works/,Bob Marx,4.4,63,5.0,39,All Levels,129.99,11.99,0
552,Nonlinear Systems & Chaos: An Introduction,https://www.udemy.com/course/nonlinear-systems-introduction/,Systems Innovation,3.8,63,1.5,14,All Levels,34.99,11.99,444
553,Social Worker 101 - Basic Training for Helping Professionals,https://www.udemy.com/course/casesupportsw/,Ernesto Bejarano,4.2,63,1.0,9,Beginner,29.99,14.99,210
554,Introduction to Robotics & Entrepreneurship,https://www.udemy.com/course/introduction-to-robotics-entrepreneurship/,Mahadi Hasan Meem,3.1,63,4.0,44,All Levels,29.99,11.99,3884
555,Paul's Second Letter to Corinth,https://www.udemy.com/course/pauls-second-letter-to-corinth/,"N.T. Wright, David P. Seemuth, Jennifer Loop",4.9,62,6.5,64,Beginner,0.0,79.99,683
556,Statistics for Data Science and Analytics,https://www.udemy.com/course/statistics-for-beginners/,"Analytics Leap, Ken Yul Lee",3.7,62,4.5,44,All Levels,99.99,11.99,379
557,Algebra II (Intermediate Algebra),https://www.udemy.com/course/algebra-ii-intermediate-algebra/,Math Fortress,4.6,62,2.0,16,All Levels,19.99,11.99,1516
558,Oil Pastel Painting: Art Projects and Techniques for Kids,https://www.udemy.com/course/oil-pastel-paintings-art-projects-and-techniques-for-kids/,Em Winn,3.8,62,3.0,31,Beginner,24.99,11.99,765
559,"Maths Tricks - Smart Methods, Speed Mathematics & Vedic Math",https://www.udemy.com/course/speed-mathematics-and-must-known-methods-math-made-easy/,Tobias Grote,4.3,62,9.0,49,All Levels,19.99,11.99,2711
560,Construction Management: Construction Claims 101 (2 PDUs),https://www.udemy.com/course/construction-claims-management-101/,Sabri C. PMP,4.4,62,2.5,18,Beginner,29.99,11.99,197
561,Spoken Grammar: a Guide for English Language Teachers,https://www.udemy.com/course/spoken-grammar-a-guide-for-english-language-teachers/,Ken Paterson,4.6,62,2.5,22,All Levels,19.99,11.99,231
562,Bioprinting for Beginners,https://www.udemy.com/course/bioprinting-for-beginners/,Mayasari Lim,5.0,62,41.0,10,Beginner,19.99,11.99,205
563,Learn Hangul; The ABCs of the Korean Language,https://www.udemy.com/course/learnhangul/,Jay Tan,4.6,62,2.0,9,Beginner,19.99,11.99,821
564,Intro Certificate in Teaching & Training,https://www.udemy.com/course/certificate-in-teaching-training/,Paul Rogers,4.7,62,2.5,6,Intermediate,19.99,11.99,220
565,Improving Your Listening,https://www.udemy.com/course/improving-your-listening/,Joe Crossman,4.2,62,2.0,38,Intermediate,34.99,11.99,1920
566,Earn Passive Income Teaching On Udemy In 2020 - Unofficial,https://www.udemy.com/course/teachonudemy/,"Joe Parys, Joe Parys Support",4.1,62,5.0,26,Beginner,129.99,11.99,7655
567,Ms Cooper's IGCSE Biology: mastering the first 7 topics,https://www.udemy.com/course/ms-coopers-biology-topics-1-7/,Leanne Cooper,4.5,63,8.5,64,All Levels,34.99,14.99,253
568,Managing Student Behaviour - The Solutions,https://www.udemy.com/course/msb-solutions/,Bob Brandis,4.5,62,2.0,20,All Levels,34.99,11.99,246
569,Operations Research - Assignment and Transportation Problem,https://www.udemy.com/course/operations-research-assignment-and-transportation-problem/,Madhusudan Sohani,4.9,63,14.5,9,All Levels,19.99,11.99,3173
570,"New Therapies for Depression, OCD, PTSD and Anxiety",https://www.udemy.com/course/emerging-psychotherapy-trends/,Dr. J's Psychology,4.3,61,1.0,12,All Levels,24.99,11.99,2296
571,Learn how to become an Event Planner,https://www.udemy.com/course/learn-how-to-become-an-event-planner/,"Tiffany Denny, CMP",4.4,61,2.0,12,Beginner,29.99,11.99,528
572,Mastering Google Education Apps  from A-Z,https://www.udemy.com/course/the-complete-guide-for-becoming-a-google-certified-educator/,Ibrahim Yassine,4.5,61,5.0,58,All Levels,129.99,11.99,4862
573,How to Create the Best Online Course & Engage Your Audience,https://www.udemy.com/course/how-to-become-a-master-online-educator/,"Dr. Ari Sytner, M.Ed",4.2,61,2.0,23,All Levels,39.99,11.99,6024
574,Italian Basics - Learn to Understand and Pronounce Italian ,https://www.udemy.com/course/italian-basics/,Giulia Macchi,4.3,61,3.0,39,Beginner,29.99,11.99,312
575,Ultimate thesis guidelines,https://www.udemy.com/course/ultimate-thesis-guidelines/,Soerin Bipat,4.4,61,1.5,17,All Levels,129.99,11.99,731
576,English Made Simple: Learn Common English Proverbs,https://www.udemy.com/course/english-made-simple-learn-common-english-proverbs/,Fred Williams,4.4,61,1.0,38,Intermediate,24.99,11.99,1999
577,How to Create a Best-Selling Online Course in 7 Steps,https://www.udemy.com/course/how-to-create-a-best-selling-online-course-in-7-steps/,Idan Gabrieli,4.9,61,6.0,67,All Levels,129.99,11.99,5453
578,Discrete Mathematics Complete Course,https://www.udemy.com/course/discrete-mathematics-discrete-math-lattices-graph-tree-mathematica/,Joydip Ghosh,3.7,59,2.5,24,All Levels,0.0,0.0,8366
579,"Surfboard shaping, the 10 step method to pro results.",https://www.udemy.com/course/surfboard-shaping-the-10-step-method-to-pro-results/,Matthew Kinoshita,4.8,58,1.0,11,All Levels,0.0,0.0,147
580,Building Structures in Portuguese - Structure 1,https://www.udemy.com/course/building-structures-in-portuguese-structure-1/,Kieran Ball,4.7,58,2.0,38,Beginner,0.0,0.0,1049
581,15 Speedy Math Tricks - Anyone can Master Mental Math,https://www.udemy.com/course/15-speedy-math-tricks/,Marianne N. Michaels,3.3,58,1.5,11,All Levels,0.0,0.0,1888
582,FCE Speaking (B2) | First Certificate Speaking Success,https://www.udemy.com/course/first-certificate-speaking-success/,today school,4.6,58,3.0,36,Intermediate,0.0,0.0,294
583,Yoga Teacher Training 100 Hour - Category One,https://www.udemy.com/course/yoga-teacher-training-100-hour-category-one/,Paul Carlos,4.7,58,2.0,15,Beginner,0.0,0.0,1070
584,Canvas: Teach More Effectively and Save Tons of Time!,https://www.udemy.com/course/teach-with-canvas/,Sicco Rood,4.4,58,4.5,36,All Levels,0.0,0.0,1129
585,Master English Speaking  2,https://www.udemy.com/course/englsihspeaking-8385/,Ahmad Rabiee,4.4,58,3.0,50,All Levels,0.0,0.0,0
586,American English Slang | English Phrases for Work,https://www.udemy.com/course/english-slang-phrases/,Luke Priddy,4.9,58,7.0,55,All Levels,0.0,0.0,0
587,Microsoft Teams and OneNote Essentials for Educators,https://www.udemy.com/course/microsoft-teams-and-onenote-essentials-for-educators/,Muhammad Umar Afzal,4.1,58,1.5,28,Intermediate,0.0,0.0,2719
588,PTE Academic Complete Preparation - 4 Modules in 1 Course,https://www.udemy.com/course/pte-academic-complete-preparation-course/,Prep Guru,3.9,58,3.0,40,All Levels,0.0,0.0,173
589,Learn Hebrew with Legos,https://www.udemy.com/course/learn-hebrew-with-legos/,Rachel Levi,4.9,58,1.5,27,Beginner,0.0,0.0,292
590,Storytelling techniques for Teachers/Educators,https://www.udemy.com/course/storytelling-techniques-for-teachers/,Arpit Dugar,4.2,58,1.0,17,All Levels,0.0,0.0,315
591,Perfect English! Phrases for Better English Speaking,https://www.udemy.com/course/advanced-english-conversation/,Next Level English,4.5,58,3.5,69,Intermediate,0.0,0.0,0
592,MATLAB for Engineering Students Part 2,https://www.udemy.com/course/matlab-engineering-students-part-2/,"Cherish Qualls, PhD",4.7,58,10.0,50,All Levels,0.0,0.0,756
593,How to Get Paid Teaching What You Love with Wyzant Tutoring,https://www.udemy.com/course/how-to-do-what-you-love-for-a-living/,Bryan Guerra,4.3,58,1.5,14,All Levels,0.0,0.0,9460
594,German for You Intermediate: Business Language & More,https://www.udemy.com/course/business-german-esther-hartwig/,Esther Hartwig,4.6,59,2.0,19,Intermediate,59.99,11.99,376
595,How to Get Paid Teaching What You Love with Wyzant Tutoring,https://www.udemy.com/course/how-to-do-what-you-love-for-a-living/,Bryan Guerra,4.3,58,1.5,14,All Levels,139.99,12.99,9460
596,The Complete Spanish Method. Intermediate. Course 3.,https://www.udemy.com/course/elmetodospanish-int3/,Peter Hanley,4.7,58,4.0,28,Intermediate,19.99,11.99,603
597,How to write a perfect IELTS writing task 1 answer,https://www.udemy.com/course/completeguidetoieltstask1/,"Terry Mc Gonigle, Liam McGlinchey",3.9,58,2.0,29,Intermediate,129.99,11.99,465
598,The painting of Leonardo da Vinci in the Italian Renaissance,https://www.udemy.com/course/wonderful-italy-leonardo-da-vinci-genius-and-painter/,Stefano Vitali,4.2,58,2.5,24,All Levels,49.99,11.99,726
599,English Grammar Taught by a Native English Speaker,https://www.udemy.com/course/english-grammar-basics/,Jason Link,4.5,58,3.5,50,All Levels,39.99,11.99,0
600,Spelling Rules Refresher,https://www.udemy.com/course/spelling/,Ashan R. Hampton,4.3,58,1.5,33,All Levels,49.99,11.99,540
601,"Become a Udemy Super Teacher: Win 5 Star Reviews, unofficial",https://www.udemy.com/course/become-a-super-teacher-how-to-teach-udemy-courses-well/,Musicians Inspired,4.7,58,1.0,24,All Levels,99.99,11.99,2739
602,"MATHEMATICS- SUPER BASICS, EASY TRICKS",https://www.udemy.com/course/mathematics-super-basics-easy-tricks/,Priya Vaishampayan,4.9,57,12.0,54,Beginner,84.99,11.99,263
603,Intro to the International Phonetic Alphabet,https://www.udemy.com/course/intro-to-the-international-phonetic-alphabet/,David Varney,4.4,57,1.5,19,Beginner,19.99,11.99,239
604,Hosting Website on TOR,https://www.udemy.com/course/hosting-website-on-tor/,AKASH RANJAN PATEL,2.2,57,38.0,16,All Levels,19.99,11.99,11242
605,Introduction to 3D printing,https://www.udemy.com/course/me3d-introduction-to-3d-printing/,Me3D Pty Ltd,4.3,57,38.0,11,Beginner,19.99,11.99,175
606,NCLEX Simplified: Master the Five Toughest Topics,https://www.udemy.com/course/nclexsimplified/,Lisa Chou,4.6,57,4.5,70,Intermediate,29.99,11.99,342
607,Management of the developing dentition orthodontic course,https://www.udemy.com/course/management-of-the-developing-dentition-orthodontic-course/,Ivelina Koycheva,5.0,57,4.0,11,All Levels,0.0,199.99,149
608,French Tenses Simplified: Master the 10 Main Tenses Quickly!,https://www.udemy.com/course/frenchtensemastery/,Scott McElroy,4.2,57,3.0,23,All Levels,94.99,11.99,4572
609,Fundamentals in Culinary Knife Skills,https://www.udemy.com/course/fundamentals-in-culinary-knife-skills/,Thomas Paul,4.2,57,1.0,15,All Levels,29.99,11.99,336
610,"High School Math: Understand it, Ace it!",https://www.udemy.com/course/high-school-math-ace-it/,Gary Thomson,4.2,56,11.0,66,All Levels,0.0,0.0,329
